event_id,canonical_row_6104,original_index,i0_A_per_cm2,ih_A_per_cm2,R_ohm_reported_ohm_cm2,R_model_state_for_iv_model,unit_note
LZW-E004479,4278,4479,1.85979e-07,0.00333,0.05278,0.00013,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004480,4279,4480,1.85982e-07,0.00333,0.05275,0.00012992610837438424,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004481,4280,4481,1.8598000000000005e-07,0.00333,0.05276,0.00012995073891625616,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004482,4281,4482,1.85981e-07,0.00333,0.05275,0.00012992610837438424,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004483,4282,4483,1.85983e-07,0.00333,0.05274,0.00012990147783251233,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004484,4283,4484,1.85981e-07,0.00333,0.05275,0.00012992610837438424,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004485,4284,4485,1.85972e-07,0.00333,0.05275,0.00012992610837438424,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004486,4285,4486,1.85968e-07,0.00334,0.05275,0.00012992610837438424,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004487,4286,4487,1.85969e-07,0.00334,0.05275,0.00012992610837438424,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004488,4287,4488,1.85963e-07,0.00334,0.05279,0.0001300246305418719,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004489,4288,4489,1.85964e-07,0.00334,0.05278,0.00013,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004490,4289,4490,1.85967e-07,0.00334,0.05273,0.0001298768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004491,4290,4491,1.85971e-07,0.00334,0.05269,0.0001297783251231527,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004492,4291,4492,1.85972e-07,0.00334,0.05268,0.00012975369458128079,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004493,4292,4493,1.85969e-07,0.00334,0.05269,0.0001297783251231527,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004494,4293,4494,1.85968e-07,0.00334,0.0527,0.00012980295566502462,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004495,4294,4495,1.85967e-07,0.00334,0.0527,0.00012980295566502462,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004496,4295,4496,1.85966e-07,0.00334,0.05271,0.00012982758620689656,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004497,4296,4497,1.85956e-07,0.00334,0.05271,0.00012982758620689656,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004498,4297,4498,1.85949e-07,0.00334,0.05271,0.00012982758620689656,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004499,4298,4499,1.85946e-07,0.00334,0.05271,0.00012982758620689656,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004500,4299,4500,1.85939e-07,0.00334,0.05276,0.00012995073891625616,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004501,4300,4501,1.85942e-07,0.00334,0.05273,0.0001298768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004502,4301,4502,1.85944e-07,0.00334,0.05271,0.00012982758620689656,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004503,4302,4503,1.85941e-07,0.00334,0.05272,0.00012985221674876847,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004504,4303,4504,1.85934e-07,0.00334,0.05273,0.0001298768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004505,4304,4505,1.85934e-07,0.00334,0.05273,0.0001298768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004506,4305,4506,1.85937e-07,0.00334,0.05273,0.0001298768472906404,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004507,4306,4507,1.8593e-07,0.00334,0.05277,0.00012997536945812807,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004508,4307,4508,1.8593e-07,0.00334,0.05277,0.00012997536945812807,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004509,4308,4509,1.85926e-07,0.00334,0.05278,0.00013,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004510,4309,4510,1.85926e-07,0.00334,0.05278,0.00013,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004511,4310,4511,1.85921e-07,0.00334,0.05279,0.0001300246305418719,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004512,4311,4512,1.85919e-07,0.00334,0.05279,0.0001300246305418719,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004513,4312,4513,1.85923e-07,0.00334,0.05279,0.0001300246305418719,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004514,4313,4514,1.85916e-07,0.00334,0.05283,0.00013012315270935962,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004515,4314,4515,1.85916e-07,0.00334,0.05283,0.00013012315270935962,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004516,4315,4516,1.85918e-07,0.00334,0.05281,0.00013007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004517,4316,4517,1.85915e-07,0.00334,0.05282,0.00013009852216748768,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004518,4317,4518,1.85916e-07,0.00334,0.05281,0.00013007389162561576,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004519,4318,4519,1.85915e-07,0.00334,0.05282,0.00013009852216748768,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004520,4319,4520,1.85915e-07,0.00334,0.05282,0.00013009852216748768,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004521,4320,4521,1.85908e-07,0.00334,0.05282,0.00013009852216748768,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004522,4321,4522,1.859e-07,0.00335,0.05282,0.00013009852216748768,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004523,4322,4523,1.85897e-07,0.00335,0.05282,0.00013009852216748768,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004524,4323,4524,1.8589e-07,0.00335,0.05287,0.0001302216748768473,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004525,4324,4525,1.85892e-07,0.00335,0.05285,0.00013017241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004526,4325,4526,1.8589e-07,0.00335,0.05286,0.00013019704433497536,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004527,4326,4527,1.85893e-07,0.00335,0.05283,0.00013012315270935962,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004528,4327,4528,1.85894e-07,0.00335,0.05282,0.00013009852216748768,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004529,4328,4529,1.85893e-07,0.00335,0.05282,0.00013009852216748768,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004530,4329,4530,1.85894e-07,0.00335,0.05282,0.00013009852216748768,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004531,4330,4531,1.85891e-07,0.00335,0.05283,0.00013012315270935962,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004532,4331,4532,1.85883e-07,0.00335,0.05283,0.00013012315270935962,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004533,4332,4533,1.8588600000000005e-07,0.00334,0.05284,0.00013014778325123153,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004534,4333,4534,1.85875e-07,0.00334,0.05291,0.00013032019704433496,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004535,4334,4535,1.85867e-07,0.00334,0.05292,0.0001303448275862069,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004536,4335,4536,1.85863e-07,0.00335,0.05292,0.0001303448275862069,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004537,4336,4537,1.85866e-07,0.00334,0.05292,0.0001303448275862069,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004538,4337,4538,1.85859e-07,0.00334,0.05296,0.0001304433497536946,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004539,4338,4539,1.8585e-07,0.00334,0.05304,0.00013064039408866994,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004540,4339,4540,1.85852e-07,0.00334,0.05302,0.0001305911330049261,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004541,4340,4541,1.85849e-07,0.00334,0.05303,0.00013061576354679802,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004542,4341,4542,1.85849e-07,0.00334,0.05302,0.0001305911330049261,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004543,4342,4543,1.85844e-07,0.00334,0.05303,0.00013061576354679802,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004544,4343,4544,1.85841e-07,0.00335,0.05303,0.00013061576354679802,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004545,4344,4545,1.85845e-07,0.00334,0.05303,0.00013061576354679802,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004546,4345,4546,1.8583800000000005e-07,0.00334,0.05307,0.0001307142857142857,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004547,4346,4547,1.85839e-07,0.00334,0.05306,0.0001306896551724138,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004548,4347,4548,1.85837e-07,0.00334,0.05307,0.0001307142857142857,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004549,4348,4549,1.8583800000000005e-07,0.00334,0.05305,0.00013066502463054188,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004550,4349,4550,1.8584e-07,0.00334,0.05304,0.00013064039408866994,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004551,4350,4551,1.85834e-07,0.00334,0.05304,0.00013064039408866994,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004552,4351,4552,1.8582700000000001e-07,0.00335,0.05304,0.00013064039408866994,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004553,4352,4553,1.85823e-07,0.00335,0.05304,0.00013064039408866994,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004554,4353,4554,1.85816e-07,0.00335,0.05308,0.00013073891625615765,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004555,4354,4555,1.85819e-07,0.00335,0.05305,0.00013066502463054188,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004556,4355,4556,1.85817e-07,0.00335,0.05306,0.0001306896551724138,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004557,4356,4557,1.85819e-07,0.00335,0.05305,0.00013066502463054188,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004558,4357,4558,1.85812e-07,0.00335,0.05305,0.00013066502463054188,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004559,4358,4559,1.85813e-07,0.00335,0.05305,0.00013066502463054188,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004560,4359,4560,1.85815e-07,0.00335,0.05305,0.00013066502463054188,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004561,4360,4561,1.85808e-07,0.00335,0.0531,0.00013078817733990148,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004562,4361,4562,1.85809e-07,0.00335,0.05309,0.00013076354679802957,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004563,4362,4563,1.85803e-07,0.00335,0.0531,0.00013078817733990148,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004564,4363,4564,1.85801e-07,0.00335,0.0531,0.00013078817733990148,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004565,4364,4565,1.85804e-07,0.00335,0.0531,0.00013078817733990148,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004566,4365,4566,1.85798e-07,0.00335,0.05314,0.00013088669950738917,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004567,4366,4567,1.85801e-07,0.00335,0.05308,0.00013073891625615765,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004568,4367,4568,1.85805e-07,0.00335,0.05304,0.00013064039408866994,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004569,4368,4569,1.85804e-07,0.00335,0.05304,0.00013064039408866994,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004570,4369,4570,1.85798e-07,0.00335,0.05308,0.00013073891625615765,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004571,4370,4571,1.85799e-07,0.00335,0.05307,0.0001307142857142857,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004572,4371,4572,1.85796e-07,0.00335,0.05308,0.00013073891625615765,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004573,4372,4573,1.85795e-07,0.00335,0.05308,0.00013073891625615765,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004574,4373,4574,1.85795e-07,0.00335,0.05309,0.00013076354679802957,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004575,4374,4575,1.85793e-07,0.00335,0.05309,0.00013076354679802957,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004576,4375,4576,1.85785e-07,0.00335,0.05316,0.000130935960591133,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004577,4376,4577,1.85783e-07,0.00335,0.05316,0.000130935960591133,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004578,4377,4578,1.85783e-07,0.00335,0.05317,0.00013096059113300494,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004579,4378,4579,1.85775e-07,0.00334,0.05317,0.00013096059113300494,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004580,4379,4580,1.85768e-07,0.00335,0.05317,0.00013096059113300494,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004581,4380,4581,1.8576700000000002e-07,0.00335,0.05317,0.00013096059113300494,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004582,4381,4582,1.8576e-07,0.00335,0.05321,0.00013105911330049262,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004583,4382,4583,1.85762e-07,0.00335,0.05319,0.00013100985221674877,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004584,4383,4584,1.85764e-07,0.00335,0.05317,0.00013096059113300494,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004585,4384,4585,1.85763e-07,0.00335,0.05318,0.00013098522167487685,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004586,4385,4586,1.85764e-07,0.00335,0.05317,0.00013096059113300494,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004587,4386,4587,1.85761e-07,0.00335,0.05318,0.00013098522167487685,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004588,4387,4588,1.85754e-07,0.00335,0.05318,0.00013098522167487685,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004589,4388,4589,1.85751e-07,0.00335,0.05318,0.00013098522167487685,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004590,4389,4590,1.85754e-07,0.00335,0.05318,0.00013098522167487685,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004591,4390,4591,1.8574700000000006e-07,0.00335,0.05322,0.00013108374384236454,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004592,4391,4592,1.8574700000000006e-07,0.00335,0.05322,0.00013108374384236454,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004593,4392,4593,1.85745e-07,0.00335,0.05323,0.00013110837438423645,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004594,4393,4594,1.8574700000000006e-07,0.00335,0.05321,0.00013105911330049262,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004595,4394,4595,1.8574300000000002e-07,0.00335,0.05321,0.00013105911330049262,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004596,4395,4596,1.85741e-07,0.00335,0.05321,0.00013105911330049262,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004597,4396,4597,1.85745e-07,0.00335,0.05321,0.00013105911330049262,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004598,4397,4598,1.85739e-07,0.00335,0.05325,0.00013115763546798028,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004599,4398,4599,1.85741e-07,0.00335,0.05324,0.00013113300492610837,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004600,4399,4600,1.85741e-07,0.00335,0.05323,0.00013110837438423645,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004601,4400,4601,1.8574e-07,0.00335,0.05324,0.00013113300492610837,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004602,4401,4602,1.85742e-07,0.00335,0.05323,0.00013110837438423645,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004603,4402,4603,1.85742e-07,0.00335,0.05322,0.00013108374384236454,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004604,4403,4604,1.85738e-07,0.00335,0.05325,0.00013115763546798028,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004605,4404,4605,1.85738e-07,0.00335,0.05325,0.00013115763546798028,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004606,4405,4606,1.85737e-07,0.00335,0.05325,0.00013115763546798028,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004607,4406,4607,1.85737e-07,0.00335,0.05325,0.00013115763546798028,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004608,4407,4608,1.8573e-07,0.00335,0.05326,0.00013118226600985223,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004609,4408,4609,1.8572300000000005e-07,0.00335,0.05325,0.00013115763546798028,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004610,4409,4610,1.85721e-07,0.00335,0.05325,0.00013115763546798028,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004611,4410,4611,1.85714e-07,0.00335,0.0533,0.0001312807881773399,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004612,4411,4612,1.85716e-07,0.00335,0.05328,0.00013123152709359606,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004613,4412,4613,1.85718e-07,0.00335,0.05326,0.00013118226600985223,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004614,4413,4614,1.85715e-07,0.00335,0.05327,0.00013120689655172414,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004615,4414,4615,1.85714e-07,0.00335,0.05328,0.00013123152709359606,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004616,4415,4616,1.85714e-07,0.00335,0.05328,0.00013123152709359606,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004617,4416,4617,1.85711e-07,0.00335,0.05329,0.00013125615763546797,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004618,4417,4618,1.85703e-07,0.00335,0.05329,0.00013125615763546797,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004619,4418,4619,1.85701e-07,0.00336,0.05329,0.00013125615763546797,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004620,4419,4620,1.85703e-07,0.00335,0.05329,0.00013125615763546797,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004621,4420,4621,1.85696e-07,0.00335,0.05334,0.00013137931034482757,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004622,4421,4622,1.85697e-07,0.00335,0.05333,0.00013135467980295568,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004623,4422,4623,1.85694e-07,0.00335,0.05334,0.00013137931034482757,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004624,4423,4624,1.85695e-07,0.00335,0.05334,0.00013137931034482757,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004625,4424,4625,1.85692e-07,0.00335,0.05335,0.00013140394088669951,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004626,4425,4626,1.85692e-07,0.00335,0.05334,0.00013137931034482757,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004627,4426,4627,1.85686e-07,0.00335,0.05335,0.00013140394088669951,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004628,4427,4628,1.8568e-07,0.00336,0.05335,0.00013140394088669951,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004629,4428,4629,1.85677e-07,0.00336,0.05334,0.00013137931034482757,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004630,4429,4630,1.85658e-07,0.00336,0.05344,0.0001316256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004631,4430,4631,1.85651e-07,0.00336,0.05348,0.0001317241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004632,4431,4632,1.8565200000000005e-07,0.00336,0.05348,0.0001317241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004633,4432,4633,1.85655e-07,0.00336,0.05345,0.00013165024630541872,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004634,4433,4634,1.85654e-07,0.00336,0.05345,0.00013165024630541872,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004635,4434,4635,1.85656e-07,0.00336,0.05342,0.00013157635467980297,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004636,4435,4636,1.85657e-07,0.00336,0.05342,0.00013157635467980297,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004637,4436,4637,1.85655e-07,0.00336,0.05342,0.00013157635467980297,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004638,4437,4638,1.85654e-07,0.00336,0.05343,0.00013160098522167486,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004639,4438,4639,1.85653e-07,0.00336,0.05343,0.00013160098522167486,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004640,4439,4640,1.8565e-07,0.00336,0.05344,0.0001316256157635468,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004641,4440,4641,1.85642e-07,0.00336,0.05345,0.00013165024630541872,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004642,4441,4642,1.85639e-07,0.00336,0.05345,0.00013165024630541872,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004643,4442,4643,1.85642e-07,0.00336,0.05345,0.00013165024630541872,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004644,4443,4644,1.85636e-07,0.00336,0.05349,0.0001317487684729064,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004645,4444,4645,1.85638e-07,0.00336,0.05347,0.00013169950738916255,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004646,4445,4646,1.85639e-07,0.00336,0.05346,0.00013167487684729063,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004647,4446,4647,1.85638e-07,0.00336,0.05346,0.00013167487684729063,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004648,4447,4648,1.85638e-07,0.00336,0.05346,0.00013167487684729063,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004649,4448,4649,1.85635e-07,0.00336,0.05347,0.00013169950738916255,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004650,4449,4650,1.85634e-07,0.00336,0.05348,0.0001317241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004651,4450,4651,1.85625e-07,0.00336,0.05348,0.0001317241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004652,4451,4652,1.8561700000000001e-07,0.00336,0.05348,0.0001317241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004653,4452,4653,1.85615e-07,0.00337,0.05348,0.0001317241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004654,4453,4654,1.85608e-07,0.00337,0.05352,0.00013182266009852217,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004655,4454,4655,1.85609e-07,0.00337,0.05352,0.00013182266009852217,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004656,4455,4656,1.85611e-07,0.00337,0.05349,0.0001317487684729064,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004657,4456,4657,1.85613e-07,0.00337,0.05348,0.0001317241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004658,4457,4658,1.85614e-07,0.00337,0.05348,0.0001317241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004659,4458,4659,1.85611e-07,0.00337,0.05348,0.0001317241379310345,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
LZW-E004660,4459,4660,1.85603e-07,0.00337,0.05349,0.0001317487684729064,i0/ih are physical; R_model_state_for_iv_model = R_reported/406 audited inference
